fixture_id,user_id,session_id,sequence_index,turn_index,buying_or_browsing_label,split,product_family,has_entangled_memory,memory_id,label,label_reason,origin_user_id,origin_session_id,origin_sequence_index,hard_negative_type,memory_text,query_scope,current_category,memory_scope,memory_source,memory_polarity,memory_confidence,raw_cosine,tangent_norm,rho,projected_norm,requested_local_k,actual_local_k,requested_rank,effective_rank,candidate_universe,projection_fallback_reason
u1_stable_s5_final,u1_stable,u1_stable_s5,5,1,Buying,development,footwear,False,memory_b137fb62ade8f42c137be89c0c96f4104dddc3179a7927522b034d2429087c12,CROSS_DOMAIN_DISTRACTOR,Tank-top material history has no legitimate product-discrimination role for trail shoes.,u1_stable,u1_stable_s0,0,easy_distractor,material: polyester,footwear,shoes,,user,positive,1.0,0.3072747248881399,0.9516208506778937,0.05875436035573047,0.23066622217103475,500,500,16,16,m0_full_catalogue,
u1_stable_s5_final,u1_stable,u1_stable_s5,5,1,Buying,development,footwear,False,memory_0ed81e200ee4764a4b7f6ab6155973755d8cb39e424b4f6f3c70ddda299c8dc9,USEFUL_ADDITIONAL_STEERING,A recurring breathable-material preference is not stated in the trail-shoe request and can discriminate among plausible shoes.,u1_stable,u1_stable_s2,2,none,fit: breathable,footwear,shoes,,user,positive,1.0,0.39933978831212363,0.9168029959979561,0.12794111608655834,0.3279299583773556,500,500,16,16,m0_full_catalogue,
u1_stable_s5_final,u1_stable,u1_stable_s5,5,1,Buying,development,footwear,False,memory_48eb8d0fbf22677872b108fb0b5a945625963c01cf215db13677f80735305ef8,USEFUL_ADDITIONAL_STEERING,Natural-material preference adds a legitimate unstated material preference without relying on the target.,u1_stable,u1_stable_s2,2,none,fit: natural,footwear,shoes,,user,positive,1.0,0.3323455857994078,0.9431576811963355,0.048433409474159306,0.2075662932260653,500,500,16,16,m0_full_catalogue,
u1_stable_s5_final,u1_stable,u1_stable_s5,5,1,Buying,development,footwear,False,memory_1302a2cb6e26bf90d00de3f696dfaf28d6166ae82502008e2b69ccf4204e1e9a,SAME_CATEGORY_HARD_NEGATIVE,The narrow price came from one sandal task and is not established as portable to trail shoes.,u1_stable,u1_stable_s3,3,nearby_non_portable,budget: at most 50,footwear,shoes,,user,positive,1.0,0.2280101968475348,0.973658744187895,0.005551043558477717,0.07254276224429998,500,500,16,16,m0_full_catalogue,
u1_stable_s5_final,u1_stable,u1_stable_s5,5,1,Buying,development,footwear,False,memory_72b9f5d31e8ac5a15b50807ebc8a09d864d7ba4552440dfb313a35082f7cad00,SAME_CATEGORY_HARD_NEGATIVE,A one-off sandal styling requirement should not automatically steer trail shoes.,u1_stable,u1_stable_s3,3,nearby_non_portable,style: simple,footwear,shoes,,user,positive,1.0,0.2871509257354137,0.9578853510986035,0.05299152274838752,0.2205041328538821,500,500,16,16,m0_full_catalogue,
u1_stable_s5_final,u1_stable,u1_stable_s5,5,1,Buying,development,footwear,False,memory_bdc7127d08aba9c7c9cbd363b1cb753dabba2217017b99ff55c3977be14ab6de,SAME_CATEGORY_HARD_NEGATIVE,A named sandal construction is footwear-near but incompatible with trail running shoes.,u1_stable,u1_stable_s3,3,same_category,style: yoga sling 2,footwear,shoes,,user,positive,1.0,0.43566462963436914,0.900109065883434,0.1069812564933506,0.29440757889609165,500,500,16,16,m0_full_catalogue,
u1_stable_s6_final,u1_stable,u1_stable_s6,6,3,Buying,held_out,footwear,False,memory_0ed81e200ee4764a4b7f6ab6155973755d8cb39e424b4f6f3c70ddda299c8dc9,RELEVANT_BUT_REDUNDANT,The current state already asks for breathable mesh fabric.,u1_stable,u1_stable_s2,2,none,fit: breathable,footwear,shoes,,user,positive,1.0,0.3946788295754711,0.9188191451449714,0.23632617443350437,0.44666914246012973,500,500,16,16,m0_full_catalogue,
u1_stable_s6_final,u1_stable,u1_stable_s6,6,3,Buying,held_out,footwear,False,memory_1302a2cb6e26bf90d00de3f696dfaf28d6166ae82502008e2b69ccf4204e1e9a,SAME_CATEGORY_HARD_NEGATIVE,The current request already states an under-$120 budget; a one-off $50 sandal cap should not override it.,u1_stable,u1_stable_s3,3,nearby_non_portable,budget: at most 50,footwear,shoes,,user,positive,1.0,0.1623770958872622,0.9867287766814239,0.019520585021374423,0.13786188450965034,500,500,16,16,m0_full_catalogue,
u1_stable_s6_final,u1_stable,u1_stable_s6,6,3,Buying,held_out,footwear,False,memory_bdc7127d08aba9c7c9cbd363b1cb753dabba2217017b99ff55c3977be14ab6de,SAME_CATEGORY_HARD_NEGATIVE,A sandal-specific style is not portable to slip-on sneakers.,u1_stable,u1_stable_s3,3,same_category,style: yoga sling 2,footwear,shoes,,user,positive,1.0,0.4209244403495868,0.907095703614777,0.15178946486899275,0.3534060073191061,500,500,16,16,m0_full_catalogue,
u1_stable_s6_final,u1_stable,u1_stable_s6,6,3,Buying,held_out,footwear,False,memory_9a05acb2deb3f06e2a9b6e7a9617c76a131083e9be953286ea2c4bf3e3aefd76,USEFUL_ADDITIONAL_STEERING,A prior casual-use preference adds an unstated use-context discriminator among plausible slip-ons.,u1_stable,u1_stable_s3,3,none,use_case: casual,footwear,shoes,,user,positive,1.0,0.2673138551149799,0.963609517835709,0.06274743168351891,0.2413787647849227,500,500,16,16,m0_full_catalogue,
u1_stable_s6_final,u1_stable,u1_stable_s6,6,3,Buying,held_out,footwear,False,memory_648c4a2632d8bf1ef4c79a52c4a14f26254b0dde951d71241e3cd77a9cd7aa7d,SAME_CATEGORY_HARD_NEGATIVE,Synthetic trail-shoe material is nearby history that conflicts with the current breathable fabric upper.,u1_stable,u1_stable_s5,5,same_category,material: synthetic,footwear,shoes,shoes,user,positive,1.0,0.35718588976325427,0.9340333185459887,0.07493307849553407,0.25568141352028034,500,500,16,16,m0_full_catalogue,
u1_stable_s6_final,u1_stable,u1_stable_s6,6,3,Buying,held_out,footwear,False,memory_b3f5edf3afdc3ef72f18aef5fbb471e990a1a39c5082257ba244afd9ee6d0e60,SAME_CATEGORY_HARD_NEGATIVE,Trail-running use is footwear-similar but episodic and should not steer everyday slip-ons.,u1_stable,u1_stable_s5,5,contextual_requirement,use_case: trail running,footwear,shoes,shoes,user,positive,1.0,0.29092698069305106,0.9567452596719909,0.1506196217712965,0.3713103866052102,500,500,16,16,m0_full_catalogue,
u1_stable_s8_final,u1_stable,u1_stable_s8,8,1,Buying,development,apparel,False,memory_0ed81e200ee4764a4b7f6ab6155973755d8cb39e424b4f6f3c70ddda299c8dc9,RELEVANT_BUT_REDUNDANT,Breathability is closely implied by the explicit cotton composition and adds little new steering.,u1_stable,u1_stable_s2,2,none,fit: breathable,apparel,clothing,,user,positive,1.0,0.34905834680605746,0.9371009927030395,0.10593781380455987,0.3050084726908291,500,500,16,16,m0_full_catalogue,
u1_stable_s8_final,u1_stable,u1_stable_s8,8,1,Buying,development,apparel,False,memory_48eb8d0fbf22677872b108fb0b5a945625963c01cf215db13677f80735305ef8,RELEVANT_BUT_REDUNDANT,Natural material is already substantially represented by the explicit cotton request.,u1_stable,u1_stable_s2,2,none,fit: natural,apparel,clothing,,user,positive,1.0,0.2965755819946781,0.955009384333221,0.06049654945008558,0.23489455180417637,500,500,16,16,m0_full_catalogue,
u1_stable_s8_final,u1_stable,u1_stable_s8,8,1,Buying,development,apparel,False,memory_04625e0f0ca001746f0c3e017e5e203f4629bc0c1033b51aa81cdc59559711a1,CROSS_DOMAIN_DISTRACTOR,A gym-bag task is a different product family and supplies no useful underwear preference.,u1_stable,u1_stable_s4,4,easy_distractor,use_case: gym,apparel,clothing,,user,positive,1.0,0.16183650609667674,0.9868175846094456,0.09289116022498048,0.3007627697950244,500,500,16,16,m0_full_catalogue,
u1_stable_s8_final,u1_stable,u1_stable_s8,8,1,Buying,development,apparel,False,memory_190d8e8c11cee758cd3213ada6ff31b6711dbe9b49cdcf72174b187efbd91504,USEFUL_ADDITIONAL_STEERING,"The current underwear request has no price constraint, so the established budget adds legitimate discrimination.",u1_stable,u1_stable_s5,5,none,budget: at most 120,apparel,clothing,shoes,user,positive,1.0,0.20090351446247767,0.979611033970435,0.014311622339745488,0.11719203728512892,500,500,16,16,m0_full_catalogue,
u1_stable_s8_final,u1_stable,u1_stable_s8,8,1,Buying,development,apparel,False,memory_b3f5edf3afdc3ef72f18aef5fbb471e990a1a39c5082257ba244afd9ee6d0e60,CROSS_DOMAIN_DISTRACTOR,Trail-running shoe use has no bearing on cotton underwear.,u1_stable,u1_stable_s5,5,easy_distractor,use_case: trail running,apparel,clothing,shoes,user,positive,1.0,0.17285919982181217,0.9849465452688095,0.1056315853889911,0.3201176075623114,500,500,16,16,m0_full_catalogue,
u1_stable_s8_final,u1_stable,u1_stable_s8,8,1,Buying,development,apparel,False,memory_fefadad6aa54a7c220373a356f0057ea98e0e5d9d5a125fea9ad7983807114d4,USEFUL_ADDITIONAL_STEERING,The current request omits colour and the stable neutral preference can discriminate among otherwise suitable products.,u1_stable,u1_stable_s6,6,none,color: neutral,apparel,clothing,shoes,user,positive,1.0,0.2474616835958373,0.9688976804347886,0.052231040721290777,0.2214329562757981,500,500,16,16,m0_full_catalogue,
u1_stable_s9_final,u1_stable,u1_stable_s9,9,1,Buying,held_out,apparel,False,memory_0ed81e200ee4764a4b7f6ab6155973755d8cb39e424b4f6f3c70ddda299c8dc9,RELEVANT_BUT_REDUNDANT,"Cotton is explicit in the current query, making this largely redundant.",u1_stable,u1_stable_s2,2,none,fit: breathable,apparel,clothing,,user,positive,1.0,0.27377521971201757,0.9617937040091479,0.11338680300928163,0.3238643816973629,500,500,16,16,m0_full_catalogue,
u1_stable_s9_final,u1_stable,u1_stable_s9,9,1,Buying,held_out,apparel,False,memory_72b9f5d31e8ac5a15b50807ebc8a09d864d7ba4552440dfb313a35082f7cad00,SAME_CATEGORY_HARD_NEGATIVE,The current distressed style conflicts with carrying over a one-off simple sandal aesthetic.,u1_stable,u1_stable_s3,3,nearby_non_portable,style: simple,apparel,clothing,,user,positive,1.0,0.28409281069039155,0.9587967849935843,0.08819476751972369,0.2847396726062269,500,500,16,16,m0_full_catalogue,
u1_stable_s9_final,u1_stable,u1_stable_s9,9,1,Buying,held_out,apparel,False,memory_04625e0f0ca001746f0c3e017e5e203f4629bc0c1033b51aa81cdc59559711a1,CROSS_DOMAIN_DISTRACTOR,Gym-bag history is a different shopping sub-domain.,u1_stable,u1_stable_s4,4,easy_distractor,use_case: gym,apparel,clothing,,user,positive,1.0,0.13602331250767993,0.9907056366320109,0.0753615662916064,0.2719691188467659,500,500,16,16,m0_full_catalogue,
u1_stable_s9_final,u1_stable,u1_stable_s9,9,1,Buying,held_out,apparel,False,memory_190d8e8c11cee758cd3213ada6ff31b6711dbe9b49cdcf72174b187efbd91504,USEFUL_ADDITIONAL_STEERING,"The T-shirt state has no price constraint, so the established budget remains additional and portable.",u1_stable,u1_stable_s5,5,none,budget: at most 120,apparel,clothing,shoes,user,positive,1.0,0.15886195516260634,0.9873008048218709,0.022447104464454377,0.14792093970087106,500,500,16,16,m0_full_catalogue,
u1_stable_s9_final,u1_stable,u1_stable_s9,9,1,Buying,held_out,apparel,False,memory_b3f5edf3afdc3ef72f18aef5fbb471e990a1a39c5082257ba244afd9ee6d0e60,CROSS_DOMAIN_DISTRACTOR,Trail-shoe use is unrelated to selecting a casual band T-shirt.,u1_stable,u1_stable_s5,5,easy_distractor,use_case: trail running,apparel,clothing,shoes,user,positive,1.0,0.18940086337600395,0.9818998487383651,0.09980792406101777,0.31020565216383134,500,500,16,16,m0_full_catalogue,
u1_stable_s9_final,u1_stable,u1_stable_s9,9,1,Buying,held_out,apparel,False,memory_fefadad6aa54a7c220373a356f0057ea98e0e5d9d5a125fea9ad7983807114d4,RELEVANT_BUT_REDUNDANT,"The current state already names black alongside red, so neutral colour adds little new information.",u1_stable,u1_stable_s6,6,none,color: neutral,apparel,clothing,shoes,user,positive,1.0,0.2709106217216217,0.9626045060347497,0.05049524322674578,0.21630827148522938,500,500,16,16,m0_full_catalogue,
u2_override_s2_final,u2_override,u2_override_s2,2,2,Buying,development,accessories,False,memory_dfe9d80324fa4e7af0856c954e745559d94c643d56fad77b69b2bb9d7205e348,RELEVANT_BUT_REDUNDANT,Dark/neutral colour is already explicit in the wallet request.,u2_override,u2_override_s0,0,none,color: black,accessories,clothing,bags,user,positive,1.0,0.4819326525278453,0.8762082620173559,0.20364889837669786,0.3954106654011227,500,500,16,16,m0_full_catalogue,
u2_override_s2_final,u2_override,u2_override_s2,2,2,Buying,development,accessories,False,memory_901b14eb5ae14fcd579696a128d992b263c17ccdd0bebfdaa69ee2be5fa839a7,RELEVANT_BUT_REDUNDANT,Leather is explicitly requested now.,u2_override,u2_override_s0,0,none,material: leather,accessories,clothing,bags,user,positive,1.0,0.4726493031275259,0.8812506092213863,0.26709269229018195,0.4554392293461454,500,500,16,16,m0_full_catalogue,
u2_override_s2_final,u2_override,u2_override_s2,2,2,Buying,development,accessories,False,memory_37ed835582f4f54b110ce244a176ac071dd7f38e91ada72888d50df84a0e8d6e,CROSS_DOMAIN_DISTRACTOR,Sling-bag use does not discriminate among wallets.,u2_override,u2_override_s0,0,easy_distractor,use_case: sling bag,accessories,clothing,bags,user,positive,1.0,0.4257663779573132,0.9048331290360176,0.2174686970651383,0.42195571375673885,500,500,16,16,m0_full_catalogue,
u2_override_s2_final,u2_override,u2_override_s2,2,2,Buying,development,accessories,False,memory_5f73384a9e029c3241ee62e1e22bb7c0ecf47688f92b84e082bf40941d1feb13,CROSS_DOMAIN_DISTRACTOR,Packing-cube closure history has no legitimate role in wallet selection.,u2_override,u2_override_s1,1,easy_distractor,closure: double zippers,accessories,clothing,,user,positive,1.0,0.4417951729876017,0.8971159485400174,0.2183388596616246,0.41919307447214654,500,500,16,16,m0_full_catalogue,
u2_override_s2_final,u2_override,u2_override_s2,2,2,Buying,development,accessories,False,memory_e61ce1f3285af9a3d30fa470460f1f2aee343ad6028b62948a893c58fd65bd4a,CROSS_DOMAIN_DISTRACTOR,Packing-cube mesh panels are unrelated to the current wallet.,u2_override,u2_override_s1,1,easy_distractor,pattern: mesh top,accessories,clothing,,user,positive,1.0,0.36233239944940876,0.9320489430868072,0.12921591712760871,0.33504005246794083,500,500,16,16,m0_full_catalogue,
u2_override_s4_final,u2_override,u2_override_s4,4,2,Buying,held_out,jewellery_accessories,False,memory_dfe9d80324fa4e7af0856c954e745559d94c643d56fad77b69b2bb9d7205e348,SAME_CATEGORY_HARD_NEGATIVE,The current watch state explicitly requests green/gold-tone; old black preference should not steer it.,u2_override,u2_override_s0,0,override_conflict,color: black,jewellery_accessories,watches,bags,user,positive,1.0,0.2951415306401305,0.9554535451247231,0.131072914708646,0.34591234149646305,500,500,16,16,m0_full_catalogue,
u2_override_s4_final,u2_override,u2_override_s4,4,2,Buying,held_out,jewellery_accessories,False,memory_37ed835582f4f54b110ce244a176ac071dd7f38e91ada72888d50df84a0e8d6e,CROSS_DOMAIN_DISTRACTOR,Bag-use history does not bear on watch selection.,u2_override,u2_override_s0,0,easy_distractor,use_case: sling bag,jewellery_accessories,watches,bags,user,positive,1.0,0.2165827626452103,0.9762642608049158,0.08102693618002117,0.27789587605139715,500,500,16,16,m0_full_catalogue,
u2_override_s4_final,u2_override,u2_override_s4,4,2,Buying,held_out,jewellery_accessories,False,memory_7c2365133ec9e5670112912534febc23e696d9bd875462ba153f22e28f4599ff,SAME_CATEGORY_HARD_NEGATIVE,Repeated dark packing-cube colour conflicts with the current explicit watch colour.,u2_override,u2_override_s1,1,override_conflict,color: black,jewellery_accessories,watches,,user,positive,1.0,0.2951415306401305,0.9554535451247231,0.131072914708646,0.34591234149646305,500,500,16,16,m0_full_catalogue,
u2_override_s4_final,u2_override,u2_override_s4,4,2,Buying,held_out,jewellery_accessories,False,memory_c5cb30f1e38c241706742022d01bb581a780b6614fbaa1f7fdcf95fe3ee6623b,SAME_CATEGORY_HARD_NEGATIVE,Leather wallet material is accessory-near but conflicts with the explicit stainless-steel watch request.,u2_override,u2_override_s2,2,nearby_non_portable,material: leather,jewellery_accessories,watches,,user,positive,1.0,0.2740995981385617,0.9617013103351162,0.1367673351436345,0.3556570341920813,500,500,16,16,m0_full_catalogue,
u2_override_s4_final,u2_override,u2_override_s4,4,2,Buying,held_out,jewellery_accessories,False,memory_76e76ca703cc5857773cec6c03a88b1029beaf1007c87b363644b029e9596a41,RELEVANT_BUT_REDUNDANT,Simple and understated styling is already represented in the current request.,u2_override,u2_override_s2,2,none,style: minimal,jewellery_accessories,watches,,user,positive,1.0,0.42054286532285867,0.9072726703841797,0.05120570619544154,0.2053038111928028,500,500,16,16,m0_full_catalogue,
u2_override_s7_final,u2_override,u2_override_s7,7,2,Buying,development,bags,True,memory_5f73384a9e029c3241ee62e1e22bb7c0ecf47688f92b84e082bf40941d1feb13,SAME_CATEGORY_HARD_NEGATIVE,A packing-cube double-zipper requirement is bag-near but episodic and should not steer a cinch gym sack.,u2_override,u2_override_s1,1,contextual_requirement,closure: double zippers,bags,clothing,,user,positive,1.0,0.4764132801769986,0.8792214661113505,0.2042603557587479,0.3973656550275715,500,500,16,16,m0_full_catalogue,
u2_override_s7_final,u2_override,u2_override_s7,7,2,Buying,development,bags,True,memory_e61ce1f3285af9a3d30fa470460f1f2aee343ad6028b62948a893c58fd65bd4a,SAME_CATEGORY_HARD_NEGATIVE,"Mesh identification panels were specific to packing cubes, not a portable bag preference.",u2_override,u2_override_s1,1,contextual_requirement,pattern: mesh top,bags,clothing,,user,positive,1.0,0.3271955747149958,0.9449566423317652,0.17563812392891726,0.39602379331009246,500,500,16,16,m0_full_catalogue,
u2_override_s7_final,u2_override,u2_override_s7,7,2,Buying,development,bags,True,memory_c5cb30f1e38c241706742022d01bb581a780b6614fbaa1f7fdcf95fe3ee6623b,CROSS_DOMAIN_DISTRACTOR,Wallet leather does not help discriminate among gym sacks.,u2_override,u2_override_s2,2,easy_distractor,material: leather,bags,clothing,,user,positive,1.0,0.3196479811298303,0.9475363677240171,0.1159866781740541,0.3227007282231682,500,500,16,16,m0_full_catalogue,
u2_override_s7_final,u2_override,u2_override_s7,7,2,Buying,development,bags,True,memory_76e76ca703cc5857773cec6c03a88b1029beaf1007c87b363644b029e9596a41,RELEVANT_BUT_REDUNDANT,Understated style is explicit in the current request.,u2_override,u2_override_s2,2,none,style: minimal,bags,clothing,,user,positive,1.0,0.2546225443916109,0.9670405161561445,0.062484728809569234,0.24173059280732592,500,500,16,16,m0_full_catalogue,
u2_override_s7_final,u2_override,u2_override_s7,7,2,Buying,development,bags,True,memory_f48b124ca981e3b0a1e0f7e309f76dd7edadc1139129d7699340ffa0a787ad81,RELEVANT_BUT_REDUNDANT,Dark/neutral colour is already explicit now.,u2_override,u2_override_s3,3,none,color: dark,bags,clothing,,user,positive,1.0,0.305390856989381,0.9522270866065993,0.09167387175594538,0.28831239933412106,500,500,16,16,m0_full_catalogue,
u2_override_s7_final,u2_override,u2_override_s7,7,2,Buying,development,bags,True,memory_759da3bac7289fb59ef4c962b14f2a875bf8fa4812aee1de3c54825750d6b9e5,RELEVANT_BUT_REDUNDANT,The current gym-sack request explicitly states the same budget.,u2_override,u2_override_s4,4,none,budget: at most 120,bags,clothing,watches,user,positive,1.0,0.1720353286803126,0.9850907804288176,0.020806211701818917,0.1420930260697592,500,500,16,16,m0_full_catalogue,
u2_override_s9_final,u2_override,u2_override_s9,9,1,Buying,held_out,apparel_accessories,True,memory_901b14eb5ae14fcd579696a128d992b263c17ccdd0bebfdaa69ee2be5fa839a7,CROSS_DOMAIN_DISTRACTOR,Bag material history is unrelated to cotton socks.,u2_override,u2_override_s0,0,easy_distractor,material: leather,apparel_accessories,clothing,bags,user,positive,1.0,0.26465023030966434,0.9643444693661296,0.11120593636033425,0.321585295238486,500,500,16,16,m0_full_catalogue,
u2_override_s9_final,u2_override,u2_override_s9,9,1,Buying,held_out,apparel_accessories,True,memory_5ad99c853e33fa532a49025c1e843322d2ecd1d017525a3ea376bdd37e65da37,SAME_CATEGORY_HARD_NEGATIVE,Understated history is overridden by the current bright sporty request.,u2_override,u2_override_s3,3,override_conflict,style: understated,apparel_accessories,clothing,,user,positive,1.0,0.24851696366904463,0.9686275438829512,0.06542641757724028,0.24776125223975565,500,500,16,16,m0_full_catalogue,
u2_override_s9_final,u2_override,u2_override_s9,9,1,Buying,held_out,apparel_accessories,True,memory_759da3bac7289fb59ef4c962b14f2a875bf8fa4812aee1de3c54825750d6b9e5,RELEVANT_BUT_REDUNDANT,The current bright sporty sock request explicitly repeats the same budget.,u2_override,u2_override_s4,4,none,budget: at most 120,apparel_accessories,clothing,watches,user,positive,1.0,0.18054798631136618,0.9835661770510975,0.016859672458963415,0.12771095561468407,500,500,16,16,m0_full_catalogue,
u2_override_s9_final,u2_override,u2_override_s9,9,1,Buying,held_out,apparel_accessories,True,memory_f08980487e12d03ff4a9576ca128ae308c8f7255cfe83b0e338c08ebcf914d23,SAME_CATEGORY_HARD_NEGATIVE,Minimal style conflicts with the current explicitly sporty colourful intent.,u2_override,u2_override_s5,5,override_conflict,style: minimal,apparel_accessories,clothing,,user,positive,1.0,0.24369238211373656,0.9698525779208574,0.05776226692523347,0.23309225392958624,500,500,16,16,m0_full_catalogue,
